-1.0223,-0.655065,0.530079
-1.02896,-0.656347,0.532169
-1.02896,-0.656347,0.532169
-1.02896,-0.656347,0.532169
-1.02815,-0.656513,0.531477
-1.02685,-0.656415,0.530903
-1.02685,-0.656415,0.530903
-1.0273,-0.656359,0.531631
-1.0273,-0.656359,0.531631
-1.03277,-0.656569,0.532048
-1.03277,-0.656569,0.532048
-1.03254,-0.656469,0.532184
-1.03254,-0.656469,0.532184
-1.03244,-0.656656,0.532166
-1.03244,-0.656656,0.532166
-1.03254,-0.656415,0.532783
-1.03322,-0.656906,0.53251
-1.03322,-0.656906,0.53251
-1.0337,-0.656382,0.532081
-1.0337,-0.656382,0.532081
-1.03317,-0.657395,0.532165
-1.03317,-0.657395,0.532165
-1.03425,-0.656627,0.53242
-1.03425,-0.656627,0.53242
-1.03278,-0.656417,0.532297
-1.03305,-0.656401,0.532703
-1.03305,-0.656401,0.532703
-1.03352,-0.656846,0.532618
-1.03352,-0.656846,0.532618
-1.03276,-0.657088,0.532354
-1.03274,-0.657164,0.53235
-1.03228,-0.657014,0.532116
-1.03228,-0.657014,0.532116
-1.03174,-0.656818,0.53195
-1.03174,-0.656818,0.53195
-1.03294,-0.656737,0.532973
-1.03294,-0.656737,0.532973
-1.03264,-0.656848,0.532601
-1.03264,-0.656848,0.532601
-1.03248,-0.656238,0.532679
-1.03248,-0.656238,0.532679
-1.03718,-0.656857,0.532492
-1.03718,-0.656857,0.532492
-1.03594,-0.656326,0.53196
-1.03594,-0.656326,0.53196
-1.03625,-0.656477,0.531932
-1.03622,-0.656607,0.532044
-1.03637,-0.656572,0.531957
-1.03637,-0.656572,0.531957
-1.0363,-0.656523,0.531956
-1.0363,-0.656523,0.531956
-1.03598,-0.65697,0.531633
-1.03654,-0.656696,0.532006
-1.03641,-0.656717,0.532097
-1.03641,-0.656717,0.532097
-1.03622,-0.656554,0.53207
-1.03622,-0.656554,0.53207
-1.03643,-0.656649,0.532011
-1.03643,-0.656649,0.532011
-1.03649,-0.65669,0.532015
-1.03106,-0.656082,0.531112
-1.03106,-0.656082,0.531112
-1.03043,-0.656288,0.531055
-1.03142,-0.65634,0.53093
-1.03096,-0.656575,0.530812
-1.03096,-0.656575,0.530812
-1.0302,-0.656207,0.531184
-1.03092,-0.655967,0.531167
-1.03178,-0.656514,0.53117
-1.03178,-0.656514,0.53117
-1.03201,-0.656696,0.531249
-1.03238,-0.656308,0.531361
-1.03238,-0.656308,0.531361
-1.03238,-0.656308,0.531361
-1.03111,-0.656325,0.53047
-1.03077,-0.656583,0.530598
-1.03077,-0.656583,0.530598
-1.03156,-0.656075,0.531014
-1.03178,-0.65681,0.531001
-1.03118,-0.656334,0.530872
-1.03152,-0.656178,0.531114
-1.03119,-0.656323,0.530817
-1.03119,-0.656323,0.530817
-1.03246,-0.656332,0.531301
-1.03246,-0.656332,0.531301
-1.03164,-0.655937,0.531106
-1.02907,-0.655331,0.531553
-1.02907,-0.655331,0.531553
-1.02966,-0.65504,0.531638
-1.0296,-0.655341,0.531608
-1.0296,-0.655341,0.531608
-1.0293,-0.655414,0.531549
